Type,Date,Price
Growth Fund,1/31/2003,7.2380
Growth Fund,2/3/2003,7.2380
Growth Fund,2/4/2003,7.2520
Growth Fund,2/5/2003,7.2340
Growth Fund,2/6/2003,7.1680
Growth Fund,2/7/2003,7.1360
Growth Fund,2/10/2003,7.1340
Growth Fund,2/11/2003,7.1260
Growth Fund,2/12/2003,7.1440
Growth Fund,2/13/2003,7.0940
Growth Fund,2/14/2003,7.1350
Growth Fund,2/17/2003,7.2140
Growth Fund,2/18/2003,7.2530
Growth Fund,2/19/2003,7.2450
Growth Fund,2/20/2003,7.2190
Growth Fund,2/21/2003,7.2070
Growth Fund,2/24/2003,7.1890
Growth Fund,2/25/2003,7.1120
Growth Fund,2/26/2003,7.0920
Growth Fund,2/27/2003,7.0910
Growth Fund,2/28/2003,7.1210
Growth Fund,3/3/2003,7.1790
Growth Fund,3/4/2003,7.1250
Growth Fund,3/5/2003,7.1150
Growth Fund,3/6/2003,7.0460
Growth Fund,3/7/2003,7.0020
Growth Fund,3/10/2003,6.9120
Growth Fund,3/11/2003,6.8720
Growth Fund,3/12/2003,6.8510
Growth Fund,3/13/2003,6.8890
Growth Fund,3/14/2003,6.9920
Growth Fund,3/17/2003,7.0010
Growth Fund,3/18/2003,7.0820
Growth Fund,3/19/2003,7.1550
Growth Fund,3/20/2003,7.1910
Growth Fund,3/21/2003,7.2290
Growth Fund,3/24/2003,7.1670
Growth Fund,3/25/2003,7.1660
Growth Fund,3/26/2003,7.1740
Growth Fund,3/27/2003,7.1200
Growth Fund,3/28/2003,7.1040
Growth Fund,3/31/2003,6.9740
Growth Fund,4/1/2003,7.0070
Growth Fund,4/2/2003,7.0820
Growth Fund,4/3/2003,7.0650
Growth Fund,4/4/2003,7.1230
Growth Fund,4/7/2003,7.2020
Growth Fund,4/8/2003,7.1400
Growth Fund,4/9/2003,7.0670
Growth Fund,4/10/2003,7.0710
Growth Fund,4/11/2003,7.0470
Growth Fund,4/14/2003,7.0430
Growth Fund,4/15/2003,7.1170
Growth Fund,4/16/2003,7.1290
Growth Fund,4/17/2003,7.1430
Growth Fund,4/18/2003,7.1430
Growth Fund,4/21/2003,7.1430
Growth Fund,4/22/2003,7.1740
Growth Fund,4/23/2003,7.1780
Growth Fund,4/24/2003,7.1460
