Type,Date,Price
Global Bond Fund,8/29/2009,108.87
Global Bond Fund,8/30/2009,108.87
Global Bond Fund,8/31/2009,109.02
Global Bond Fund,9/1/2009,109.03
Global Bond Fund,9/2/2009,108.75
Global Bond Fund,9/3/2009,109.14
Global Bond Fund,9/4/2009,108.83
Global Bond Fund,9/5/2009,108.83
Global Bond Fund,9/6/2009,108.83
Global Bond Fund,9/7/2009,109.07
Global Bond Fund,9/8/2009,109.07
Global Bond Fund,9/9/2009,109.67
Global Bond Fund,9/10/2009,110.25
Global Bond Fund,9/11/2009,110.73
Global Bond Fund,9/12/2009,110.73
Global Bond Fund,9/13/2009,110.73
Global Bond Fund,9/14/2009,110.71
Global Bond Fund,9/15/2009,110.76
Global Bond Fund,9/16/2009,110.89
Global Bond Fund,9/17/2009,110.95
Global Bond Fund,9/18/2009,110.89
Global Bond Fund,9/19/2009,110.89
Global Bond Fund,9/20/2009,110.89
Global Bond Fund,9/21/2009,110.71
Global Bond Fund,9/22/2009,110.56
Global Bond Fund,9/23/2009,111.33
Global Bond Fund,9/24/2009,111.39
Global Bond Fund,9/25/2009,111.13
Global Bond Fund,9/26/2009,111.13
Global Bond Fund,9/27/2009,111.13
Global Bond Fund,9/28/2009,111.73
Global Bond Fund,9/29/2009,111.33
Global Bond Fund,9/30/2009,111.31
Global Bond Fund,10/1/2009,111.31
Global Bond Fund,10/2/2009,111.49
Global Bond Fund,10/3/2009,111.49
Global Bond Fund,10/4/2009,111.49
Global Bond Fund,10/5/2009,111.9
Global Bond Fund,10/6/2009,112.01
Global Bond Fund,10/7/2009,112.49
Global Bond Fund,10/8/2009,112.68
Global Bond Fund,10/9/2009,112.25
Global Bond Fund,10/10/2009,112.25
Global Bond Fund,10/11/2009,112.25
Global Bond Fund,10/12/2009,111.77
Global Bond Fund,10/13/2009,112.17
Global Bond Fund,10/14/2009,112.17
Global Bond Fund,10/15/2009,112.42
Global Bond Fund,10/16/2009,112.36
Global Bond Fund,10/17/2009,112.36
Global Bond Fund,10/18/2009,112.36
Global Bond Fund,10/19/2009,111.87
Global Bond Fund,10/20/2009,112.71
Global Bond Fund,10/21/2009,112.18
Global Bond Fund,10/22/2009,112.54
Global Bond Fund,10/23/2009,112.29
Global Bond Fund,10/24/2009,112.29
Global Bond Fund,10/25/2009,112.29
Global Bond Fund,10/26/2009,112.29
Global Bond Fund,10/27/2009,111.79
Global Bond Fund,10/28/2009,111.79
Global Bond Fund,10/29/2009,111.36
